Geography,Household_Type,Total_Households,Owner_Households,Renter_Households,Year
Prince Edward Island,Multiple-family households,640.0,595.0,50.0,1976
Prince Edward Island,Non-family households3,6005.0,3345.0,2660.0,1976
Prince Edward Island,One-person households,4375.0,2470.0,1905.0,1976
Prince Edward Island,Two-or-more-person non-family households,1630.0,875.0,755.0,1976
Nova Scotia,Total - Household type,243100.0,176030.0,67065.0,1976
Nova Scotia,Family households2,195955.0,151570.0,44385.0,1976
Nova Scotia,One-family households,191600.0,147770.0,43825.0,1976
Nova Scotia,Couple family households with children,118520.0,96095.0,22425.0,1976
Nova Scotia,Couple family households without children,54320.0,39945.0,14375.0,1976
Nova Scotia,One-parent family households,18765.0,11730.0,7035.0,1976
Nova Scotia,Multiple-family households,4350.0,3795.0,555.0,1976
Nova Scotia,Non-family households3,47140.0,24460.0,22680.0,1976
Nova Scotia,One-person households,34780.0,17785.0,16995.0,1976
Nova Scotia,Two-or-more-person non-family households,12360.0,6670.0,5685.0,1976
New Brunswick,Total - Household type,190435.0,136765.0,53675.0,1976
New Brunswick,Family households2,158205.0,120595.0,37605.0,1976
New Brunswick,One-family households,154410.0,117235.0,37175.0,1976
New Brunswick,Couple family households with children,99440.0,79450.0,19985.0,1976
New Brunswick,Couple family households without children,40800.0,29365.0,11440.0,1976
New Brunswick,One-parent family households,14170.0,8420.0,5750.0,1976
New Brunswick,Multiple-family households,3790.0,3360.0,435.0,1976
New Brunswick,Non-family households3,32235.0,16165.0,16065.0,1976
New Brunswick,One-person households,23890.0,12055.0,11840.0,1976
New Brunswick,Two-or-more-person non-family households,8340.0,4115.0,4230.0,1976
Quebec,Total - Household type,1894110.0,953835.0,940275.0,1976
Quebec,Family households2,1521245.0,877415.0,643835.0,1976
Quebec,One-family households,1502595.0,863310.0,639285.0,1976
Quebec,Couple family households with children,940600.0,630440.0,310155.0,1976
Quebec,Couple family households without children,412535.0,179180.0,233355.0,1976
Quebec,One-parent family households,149460.0,53690.0,95775.0,1976
Quebec,Multiple-family households,18650.0,14100.0,4550.0,1976
Quebec,Non-family households3,372865.0,76425.0,296435.0,1976
Quebec,One-person households,294060.0,54400.0,239660.0,1976
Quebec,Two-or-more-person non-family households,78800.0,22020.0,56775.0,1976
Ontario,Total - Household type,2634620.0,1676270.0,958355.0,1976
Ontario,Family households2,2065630.0,1479650.0,585980.0,1976
Ontario,One-family households,2028130.0,1447390.0,580740.0,1976
Ontario,Couple family households with children,1221065.0,957760.0,263305.0,1976
Ontario,Couple family households without children,620680.0,400630.0,220055.0,1976
Ontario,One-parent family households,186375.0,89000.0,97380.0,1976
Ontario,Multiple-family households,37500.0,32260.0,5245.0,1976
Ontario,Non-family households3,568990.0,196615.0,372375.0,1976
Ontario,One-person households,448565.0,149525.0,299045.0,1976
Ontario,Two-or-more-person non-family households,120425.0,47095.0,73330.0,1976
Manitoba,Total - Household type,328005.0,217665.0,110335.0,1976
Manitoba,Family households2,248855.0,188255.0,60605.0,1976
Manitoba,One-family households,245880.0,185765.0,60115.0,1976
Manitoba,Couple family households with children,143810.0,117870.0,25945.0,1976
Manitoba,Couple family households without children,79500.0,55885.0,23620.0,1976
Manitoba,One-parent family households,22565.0,12015.0,10555.0,1976
Manitoba,Multiple-family households,2980.0,2485.0,490.0,1976
Manitoba,Non-family households3,79145.0,29415.0,49730.0,1976
Manitoba,One-person households,63420.0,23230.0,40190.0,1976
Manitoba,Two-or-more-person non-family households,15730.0,6185.0,9545.0,1976
Saskatchewan,Total - Household type,291150.0,219945.0,71210.0,1976
Saskatchewan,Family households2,223375.0,184270.0,39100.0,1976
Saskatchewan,One-family households,221175.0,182380.0,38795.0,1976
Saskatchewan,Couple family households with children,131280.0,112835.0,18445.0,1976
Saskatchewan,Couple family households without children,72285.0,57590.0,14695.0,1976
Saskatchewan,One-parent family households,17615.0,11955.0,5660.0,1976
Saskatchewan,Multiple-family households,2200.0,1895.0,305.0,1976
Saskatchewan,Non-family households3,67780.0,35670.0,32110.0,1976
Saskatchewan,One-person households,55095.0,29320.0,25780.0,1976
Saskatchewan,Two-or-more-person non-family households,12685.0,6355.0,6335.0,1976
Alberta,Total - Household type,575280.0,372820.0,202460.0,1976
Alberta,Family households2,443755.0,325785.0,117975.0,1976
Alberta,One-family households,439105.0,322105.0,117000.0,1976
Alberta,Couple family households with children,268975.0,212815.0,56160.0,1976
Alberta,Couple family households without children,131700.0,89370.0,42330.0,1976
Alberta,One-parent family households,38430.0,19920.0,18510.0,1976
Alberta,Multiple-family households,4645.0,3675.0,970.0,1976
Alberta,Non-family households3,131525.0,47040.0,84490.0,1976
Alberta,One-person households,99530.0,37275.0,62260.0,1976
Alberta,Two-or-more-person non-family households,31995.0,9760.0,22235.0,1976
British Columbia,Total - Household type,828290.0,540590.0,287700.0,1976
British Columbia,Family households2,618515.0,466745.0,151770.0,1976
British Columbia,One-family households,609265.0,458795.0,150470.0,1976
British Columbia,Couple family households with children,341050.0,280920.0,60125.0,1976
British Columbia,Couple family households without children,213205.0,147580.0,65625.0,1976
British Columbia,One-parent family households,55010.0,30290.0,24725.0,1976
British Columbia,Multiple-family households,9245.0,7950.0,1295.0,1976
British Columbia,Non-family households3,209775.0,73845.0,135925.0,1976
British Columbia,One-person households,168970.0,58570.0,110400.0,1976
British Columbia,Two-or-more-person non-family households,40805.0,15275.0,25530.0,1976
Yukon,Total - Household type,6495.0,3205.0,3290.0,1976
Yukon,Family households2,4850.0,2645.0,2210.0,1976
Yukon,One-family households,4770.0,2600.0,2175.0,1976
Yukon,Couple family households with children,2985.0,1730.0,1255.0,1976
Yukon,Couple family households without children,1335.0,670.0,660.0,1976
Yukon,One-parent family households,455.0,195.0,255.0,1976
Yukon,Multiple-family households,80.0,50.0,35.0,1976
Yukon,Non-family households3,1640.0,555.0,1085.0,1976
Yukon,One-person households,1155.0,420.0,735.0,1976
Yukon,Two-or-more-person non-family households,485.0,135.0,350.0,1976
Northwest Territories,Total - Household type,10020.0,2505.0,7515.0,1976
Northwest Territories,Family households2,8020.0,2135.0,5890.0,1976
Northwest Territories,One-family households,7645.0,2045.0,5595.0,1976
Northwest Territories,Couple family households with children,5560.0,1505.0,4055.0,1976
Northwest Territories,Couple family households without children,1330.0,370.0,960.0,1976
Northwest Territories,One-parent family households,755.0,175.0,580.0,1976
Northwest Territories,Multiple-family households,375.0,85.0,290.0,1976
Northwest Territories,Non-family households3,1995.0,370.0,1625.0,1976
Northwest Territories,One-person households,1475.0,270.0,1205.0,1976
Northwest Territories,Two-or-more-person non-family households,525.0,100.0,420.0,1976
St. John's,Total - Household type,36805.0,25220.0,11580.0,1976
St. John's,Family households2,31875.0,23180.0,8695.0,1976
St. John's,One-family households,30720.0,22175.0,8545.0,1976
St. John's,Couple family households with children,20990.0,16190.0,4800.0,1976
St. John's,Couple family households without children,6855.0,4410.0,2445.0,1976
St. John's,One-parent family households,2875.0,1580.0,1300.0,1976
St. John's,Multiple-family households,1155.0,1005.0,150.0,1976
St. John's,Non-family households3,4930.0,2040.0,2890.0,1976
St. John's,One-person households,3100.0,1310.0,1785.0,1976
St. John's,Two-or-more-person non-family households,1830.0,730.0,1100.0,1976
Halifax,Total - Household type,81840.0,45590.0,36255.0,1976
Halifax,Family households2,64270.0,41165.0,23110.0,1976
Halifax,One-family households,63240.0,40380.0,22860.0,1976
Halifax,Couple family households with children,38900.0,28015.0,10885.0,1976
Halifax,Couple family households without children,17865.0,9640.0,8225.0,1976
Halifax,One-parent family households,6475.0,2725.0,3750.0,1976
Halifax,Multiple-family households,1035.0,785.0,250.0,1976
Halifax,Non-family households3,17565.0,4430.0,13140.0,1976
Halifax,One-person households,12360.0,2995.0,9360.0,1976
Halifax,Two-or-more-person non-family households,5210.0,1430.0,3775.0,1976
Moncton,Total - Household type,23720.0,14530.0,9195.0,1976
Moncton,Family households2,19105.0,13255.0,5850.0,1976
Moncton,One-family households,18825.0,13050.0,5775.0,1976
Moncton,Couple family households with children,11590.0,8960.0,2625.0,1976
Moncton,Couple family households without children,5410.0,3295.0,2115.0,1976
Moncton,One-parent family households,1825.0,790.0,1035.0,1976
Moncton,Multiple-family households,275.0,210.0,70.0,1976
Moncton,Non-family households3,4620.0,1275.0,3340.0,1976
Moncton,One-person households,3190.0,870.0,2320.0,1976
Moncton,Two-or-more-person non-family households,1430.0,405.0,1025.0,1976
Saint John,Total - Household type,34090.0,18865.0,15225.0,1976
Saint John,Family households2,26945.0,16635.0,10310.0,1976
Saint John,One-family households,26535.0,16345.0,10195.0,1976
Saint John,Couple family households with children,16325.0,11110.0,5220.0,1976
Saint John,Couple family households without children,7390.0,4120.0,3270.0,1976
Saint John,One-parent family households,2825.0,1115.0,1705.0,1976
Saint John,Multiple-family households,410.0,285.0,120.0,1976
Saint John,Non-family households3,7145.0,2230.0,4910.0,1976
Saint John,One-person households,5355.0,1660.0,3695.0,1976
Saint John,Two-or-more-person non-family households,1790.0,570.0,1220.0,1976
Chicoutimi-Jonquière,Total - Household type,33845.0,20610.0,13235.0,1976
Chicoutimi-Jonquière,Family households2,30220.0,19735.0,10490.0,1976
Chicoutimi-Jonquière,One-family households,29810.0,19385.0,10425.0,1976
Chicoutimi-Jonquière,Couple family households with children,20845.0,15500.0,5350.0,1976
Chicoutimi-Jonquière,Couple family households without children,6300.0,2705.0,3595.0,1976
Chicoutimi-Jonquière,One-parent family households,2660.0,1180.0,1480.0,1976
Chicoutimi-Jonquière,Multiple-family households,415.0,350.0,65.0,1976
Chicoutimi-Jonquière,Non-family households3,3625.0,875.0,2750.0,1976
Chicoutimi-Jonquière,One-person households,2800.0,610.0,2190.0,1976
Chicoutimi-Jonquière,Two-or-more-person non-family households,830.0,265.0,560.0,1976
Québec CMA,Total - Household type,164615.0,76010.0,88605.0,1976
Québec CMA,Family households2,130445.0,70890.0,59555.0,1976
Québec CMA,One-family households,129340.0,70075.0,59260.0,1976
Québec CMA,Couple family households with children,81680.0,53350.0,28330.0,1976
Québec CMA,Couple family households without children,33940.0,12090.0,21845.0,1976
Québec CMA,One-parent family households,13715.0,4630.0,9090.0,1976
Québec CMA,Multiple-family households,1105.0,810.0,290.0,1976
Québec CMA,Non-family households3,34170.0,5125.0,29045.0,1976
Québec CMA,One-person households,25730.0,3305.0,22425.0,1976
Québec CMA,Two-or-more-person non-family households,8440.0,1815.0,6625.0,1976
Montréal,Total - Household type,924650.0,353285.0,571365.0,1976
Montréal,Family households2,706650.0,327310.0,379340.0,1976
Montréal,One-family households,697640.0,321365.0,376275.0,1976
Montréal,Couple family households with children,414235.0,235350.0,178890.0,1976
Montréal,Couple family households without children,208235.0,67510.0,140725.0,1976
Montréal,One-parent family households,75170.0,18510.0,56660.0,1976
Montréal,Multiple-family households,9010.0,5945.0,3065.0,1976
Montréal,Non-family households3,218000.0,25975.0,192025.0,1976
Montréal,One-person households,175920.0,18185.0,157735.0,1976
Montréal,Two-or-more-person non-family households,42080.0,7785.0,34290.0,1976
Ottawa - Hull,Total - Household type,225110.0,116025.0,109080.0,1976
Ottawa - Hull,Family households2,168500.0,104600.0,63905.0,1976
Ottawa - Hull,One-family households,166705.0,103235.0,63470.0,1976
Ottawa - Hull,Couple family households with children,101325.0,72645.0,28680.0,1976
Ottawa - Hull,Couple family households without children,47735.0,23910.0,23820.0,1976
Ottawa - Hull,One-parent family households,17650.0,6685.0,10965.0,1976
Ottawa - Hull,Multiple-family households,1795.0,1360.0,435.0,1976
Ottawa - Hull,Non-family households3,56605.0,11430.0,45180.0,1976
Ottawa - Hull,One-person households,42535.0,8235.0,34300.0,1976
Ottawa - Hull,Two-or-more-person non-family households,14070.0,3190.0,10880.0,1976
Oshawa,Total - Household type,41450.0,28045.0,13400.0,1976
Oshawa,Family households2,34745.0,25450.0,9295.0,1976
Oshawa,One-family households,34230.0,25010.0,9215.0,1976
Oshawa,Couple family households with children,21735.0,17325.0,4410.0,1976
Oshawa,Couple family households without children,9725.0,6450.0,3275.0,1976
Oshawa,One-parent family households,2765.0,1235.0,1530.0,1976
Oshawa,Multiple-family households,520.0,440.0,75.0,1976
Oshawa,Non-family households3,6705.0,2595.0,4110.0,1976
Oshawa,One-person households,5275.0,1970.0,3305.0,1976
Oshawa,Two-or-more-person non-family households,1430.0,625.0,800.0,1976
Toronto,Total - Household type,909530.0,507880.0,401645.0,1976
Toronto,Family households2,694130.0,456025.0,238100.0,1976
Toronto,One-family households,672775.0,437555.0,235225.0,1976
Toronto,Couple family households with children,403405.0,300245.0,103155.0,1976
Toronto,Couple family households without children,203325.0,110060.0,93270.0,1976
Toronto,One-parent family households,66040.0,27250.0,38795.0,1976
Toronto,Multiple-family households,21355.0,18475.0,2880.0,1976
Toronto,Non-family households3,215405.0,51855.0,163545.0,1976
Toronto,One-person households,164310.0,35415.0,128900.0,1976
Toronto,Two-or-more-person non-family households,51090.0,16440.0,34650.0,1976
Hamilton,Total - Household type,172510.0,109960.0,62550.0,1976
Hamilton,Family households2,136865.0,99055.0,37810.0,1976
Hamilton,One-family households,135055.0,97460.0,37595.0,1976
Hamilton,Couple family households with children,80645.0,65525.0,15115.0,1976
Hamilton,Couple family households without children,41935.0,26255.0,15685.0,1976
Hamilton,One-parent family households,12475.0,5685.0,6790.0,1976
Hamilton,Multiple-family households,1810.0,1595.0,215.0,1976
Hamilton,Non-family households3,35645.0,10905.0,24740.0,1976
Hamilton,One-person households,29085.0,8225.0,20860.0,1976
Hamilton,Two-or-more-person non-family households,6565.0,2685.0,3880.0,1976
St. Catharines ,Total - Household type,97395.0,70315.0,27080.0,1976
St. Catharines ,Family households2,78490.0,61680.0,16815.0,1976
St. Catharines ,One-family households,77615.0,60880.0,16735.0,1976
St. Catharines ,Couple family households with children,46035.0,39330.0,6705.0,1976
St. Catharines ,Couple family households without children,24045.0,17880.0,6165.0,1976
St. Catharines ,One-parent family households,7540.0,3675.0,3865.0,1976
St. Catharines ,Multiple-family households,880.0,800.0,75.0,1976
St. Catharines ,Non-family households3,18900.0,8640.0,10265.0,1976
St. Catharines ,One-person households,15850.0,6955.0,8890.0,1976
St. Catharines ,Two-or-more-person non-family households,3050.0,1680.0,1375.0,1976
Kitchener ,Total - Household type,87880.0,52990.0,34885.0,1976
Kitchener ,Family households2,69530.0,47865.0,21670.0,1976
Kitchener ,One-family households,68670.0,47160.0,21505.0,1976
Kitchener ,Couple family households with children,41655.0,31965.0,9695.0,1976
Kitchener ,Couple family households without children,21120.0,12530.0,8595.0,1976
Kitchener ,One-parent family households,5890.0,2670.0,3220.0,1976
Kitchener ,Multiple-family households,860.0,700.0,160.0,1976
Kitchener ,Non-family households3,18355.0,5130.0,13220.0,1976
Kitchener ,One-person households,14140.0,3915.0,10225.0,1976
Kitchener ,Two-or-more-person non-family households,4210.0,1220.0,2995.0,1976
London,Total - Household type,91770.0,53025.0,38750.0,1976
London,Family households2,68065.0,46710.0,21350.0,1976
London,One-family households,67430.0,46200.0,21230.0,1976
London,Couple family households with children,38575.0,30020.0,8550.0,1976
London,Couple family households without children,21885.0,13160.0,8725.0,1976
London,One-parent family households,6975.0,3020.0,3955.0,1976
London,Multiple-family households,635.0,515.0,120.0,1976
London,Non-family households3,23705.0,6310.0,17395.0,1976
London,One-person households,18375.0,4825.0,13550.0,1976
London,Two-or-more-person non-family households,5330.0,1485.0,3845.0,1976
Windsor,Total - Household type,80195.0,55855.0,24345.0,1976
Windsor,Family households2,62110.0,48410.0,13700.0,1976
Windsor,One-family households,61375.0,47740.0,13630.0,1976
Windsor,Couple family households with children,36385.0,31185.0,5195.0,1976
Windsor,Couple family households without children,18535.0,13240.0,5295.0,1976
Windsor,One-parent family households,6445.0,3310.0,3135.0,1976
Windsor,Multiple-family households,740.0,665.0,70.0,1976
Windsor,Non-family households3,18080.0,7440.0,10640.0,1976
Windsor,One-person households,15120.0,5915.0,9200.0,1976
Windsor,Two-or-more-person non-family households,2965.0,1525.0,1440.0,1976
Sudbury,Total - Household type,45710.0,28145.0,17560.0,1976
Sudbury,Family households2,38320.0,26075.0,12240.0,1976
Sudbury,One-family households,37920.0,25745.0,12180.0,1976
Sudbury,Couple family households with children,25420.0,19115.0,6310.0,1976
Sudbury,Couple family households without children,9065.0,5160.0,3905.0,1976
Sudbury,One-parent family households,3435.0,1470.0,1970.0,1976
Sudbury,Multiple-family households,400.0,335.0,60.0,1976
Sudbury,Non-family households3,7390.0,2070.0,5320.0,1976
Sudbury,One-person households,6100.0,1615.0,4480.0,1976
Sudbury,Two-or-more-person non-family households,1290.0,450.0,840.0,1976
Thunder Bay,Total - Household type,37260.0,26830.0,10425.0,1976
Thunder Bay,Family households2,29480.0,23290.0,6190.0,1976
Thunder Bay,One-family households,29045.0,22915.0,6125.0,1976
Thunder Bay,Couple family households with children,17380.0,14945.0,2430.0,1976
Thunder Bay,Couple family households without children,8640.0,6245.0,2390.0,1976
Thunder Bay,One-parent family households,3025.0,1720.0,1305.0,1976
Thunder Bay,Multiple-family households,440.0,370.0,65.0,1976
Thunder Bay,Non-family households3,7780.0,3545.0,4235.0,1976
Thunder Bay,One-person households,6175.0,2740.0,3440.0,1976
Thunder Bay,Two-or-more-person non-family households,1600.0,810.0,795.0,1976
Winnipeg,Total - Household type,197300.0,116310.0,80990.0,1976
Winnipeg,Family households2,144230.0,102755.0,41475.0,1976
Winnipeg,One-family households,142550.0,101400.0,41155.0,1976
Winnipeg,Couple family households with children,80400.0,65305.0,15090.0,1976
Winnipeg,Couple family households without children,47075.0,29305.0,17770.0,1976
Winnipeg,One-parent family households,15080.0,6790.0,8290.0,1976
Winnipeg,Multiple-family households,1675.0,1355.0,320.0,1976
Winnipeg,Non-family households3,53070.0,13550.0,39520.0,1976
Winnipeg,One-person households,41935.0,10170.0,31765.0,1976
Winnipeg,Two-or-more-person non-family households,11140.0,3380.0,7755.0,1976
Regina,Total - Household type,49795.0,32505.0,17295.0,1976
Regina,Family households2,37030.0,28920.0,8105.0,1976
Regina,One-family households,36650.0,28640.0,8015.0,1976
Regina,Couple family households with children,21670.0,18765.0,2905.0,1976
Regina,Couple family households without children,11530.0,7950.0,3575.0,1976
Regina,One-parent family households,3450.0,1920.0,1530.0,1976
Regina,Multiple-family households,380.0,285.0,95.0,1976
Regina,Non-family households3,12770.0,3580.0,9190.0,1976
Regina,One-person households,9930.0,2720.0,7215.0,1976
Regina,Two-or-more-person non-family households,2835.0,865.0,1975.0,1976
Saskatoon,Total - Household type,44800.0,28515.0,16290.0,1976
Saskatoon,Family households2,32340.0,24665.0,7680.0,1976
Saskatoon,One-family households,32045.0,24390.0,7655.0,1976
Saskatoon,Couple family households with children,18420.0,15725.0,2700.0,1976
Saskatoon,Couple family households without children,10455.0,6845.0,3615.0,1976
Saskatoon,One-parent family households,3165.0,1820.0,1345.0,1976
Saskatoon,Multiple-family households,295.0,270.0,25.0,1976
Saskatoon,Non-family households3,12460.0,3855.0,8605.0,1976
Saskatoon,One-person households,9330.0,2925.0,6405.0,1976
Saskatoon,Two-or-more-person non-family households,3130.0,930.0,2205.0,1976
Calgary,Total - Household type,155155.0,90720.0,64435.0,1976
Calgary,Family households2,115665.0,81020.0,34645.0,1976
Calgary,One-family households,114475.0,80080.0,34395.0,1976
Calgary,Couple family households with children,67655.0,53225.0,14425.0,1976
Calgary,Couple family households without children,35410.0,21545.0,13860.0,1976
Calgary,One-parent family households,11415.0,5305.0,6110.0,1976
Calgary,Multiple-family households,1190.0,945.0,250.0,1976
Calgary,Non-family households3,39490.0,9700.0,29790.0,1976
Calgary,One-person households,28785.0,7025.0,21760.0,1976
Calgary,Two-or-more-person non-family households,10705.0,2680.0,8030.0,1976
Edmonton,Total - Household type,179635.0,99820.0,79810.0,1976
Edmonton,Family households2,134185.0,89805.0,44375.0,1976
Edmonton,One-family households,132835.0,88780.0,44055.0,1976
Edmonton,Couple family households with children,79835.0,60695.0,19145.0,1976
Edmonton,Couple family households without children,39145.0,22210.0,16935.0,1976
Edmonton,One-parent family households,13860.0,5880.0,7975.0,1976
Edmonton,Multiple-family households,1345.0,1030.0,320.0,1976
Edmonton,Non-family households3,45450.0,10010.0,35435.0,1976
Edmonton,One-person households,33360.0,7465.0,25895.0,1976
Edmonton,Two-or-more-person non-family households,12085.0,2540.0,9540.0,1976
Vancouver,Total - Household type,407560.0,242105.0,165455.0,1976
Vancouver,Family households2,289540.0,209150.0,80385.0,1976
Vancouver,One-family households,284040.0,204400.0,79645.0,1976
Vancouver,Couple family households with children,154150.0,126105.0,28050.0,1976
Vancouver,Couple family households without children,101400.0,63510.0,37890.0,1976
Vancouver,One-parent family households,28485.0,14780.0,13705.0,1976
Vancouver,Multiple-family households,5500.0,4750.0,745.0,1976
Vancouver,Non-family households3,118020.0,32955.0,85065.0,1976
Vancouver,One-person households,94825.0,25290.0,69535.0,1976
Vancouver,Two-or-more-person non-family households,23195.0,7665.0,15530.0,1976
Victoria,Total - Household type,81005.0,49325.0,31680.0,1976
Victoria,Family households2,56455.0,41290.0,15165.0,1976
Victoria,One-family households,55790.0,40730.0,15065.0,1976
Victoria,Couple family households with children,26555.0,21850.0,4710.0,1976
Victoria,Couple family households without children,23930.0,15880.0,8045.0,1976
Victoria,One-parent family households,5300.0,2995.0,2305.0,1976
Victoria,Multiple-family households,660.0,565.0,100.0,1976
Victoria,Non-family households3,24550.0,8035.0,16515.0,1976
Victoria,One-person households,20290.0,6430.0,13860.0,1976
Victoria,Two-or-more-person non-family households,4255.0,1605.0,2650.0,1976
End of worksheet,,,,,1976
Canada,Total - Household type,6030810.0,3634595.0,2396215.0,1971
Canada,Family households2,4925435.0,3219875.0,1705555.0,1971
Canada,One-family households,4806985.0,3124965.0,1682025.0,1971
Canada,Couple family households with children,3111620.0,2162330.0,949295.0,1971
Canada,Couple family households without children,1270255.0,753815.0,516445.0,1971
Canada,One-parent family households,425110.0,208820.0,216290.0,1971
Canada,Multiple-family households,118450.0,94915.0,23530.0,1971
Canada,Non-family households3,1105375.0,414715.0,690655.0,1971
Canada,One-person households,809525.0,298400.0,511130.0,1971
Canada,Two-or-more-person non-family households,295845.0,116310.0,179530.0,1971
Newfoundland,Total - Household type,110185.0,88145.0,22040.0,1971
Newfoundland,Family households2,100885.0,81005.0,19880.0,1971
Newfoundland,One-family households,94325.0,75035.0,19290.0,1971
Newfoundland,Couple family households with children,69575.0,55620.0,13960.0,1971
Newfoundland,Couple family households without children,17200.0,13375.0,3820.0,1971
Newfoundland,One-parent family households,7550.0,6040.0,1515.0,1971
Newfoundland,Multiple-family households,6555.0,5970.0,590.0,1971
Newfoundland,Non-family households3,9300.0,7140.0,2160.0,1971
Newfoundland,One-person households,6430.0,5110.0,1320.0,1971
Newfoundland,Two-or-more-person non-family households,2875.0,2035.0,835.0,1971
Prince Edward Island,Total - Household type,27790.0,20630.0,7160.0,1971
Prince Edward Island,Family households2,23210.0,17550.0,5660.0,1971
Prince Edward Island,One-family households,22345.0,16815.0,5530.0,1971
Prince Edward Island,Couple family households with children,14815.0,11285.0,3530.0,1971
Prince Edward Island,Couple family households without children,5570.0,4140.0,1435.0,1971
Prince Edward Island,One-parent family households,1955.0,1385.0,565.0,1971
Prince Edward Island,Multiple-family households,865.0,740.0,130.0,1971
Prince Edward Island,Non-family households3,4575.0,3075.0,1500.0,1971
Prince Edward Island,One-person households,3180.0,2115.0,1065.0,1971
Prince Edward Island,Two-or-more-person non-family households,1395.0,965.0,435.0,1971
Nova Scotia,Total - Household type,206920.0,147110.0,59810.0,1971
Nova Scotia,Family households2,172725.0,126555.0,46170.0,1971
Nova Scotia,One-family households,166565.0,121290.0,45275.0,1971
Nova Scotia,Couple family households with children,108405.0,80345.0,28060.0,1971
Nova Scotia,Couple family households without children,42190.0,30285.0,11905.0,1971
Nova Scotia,One-parent family households,15970.0,10660.0,5310.0,1971
Nova Scotia,Multiple-family households,6160.0,5265.0,895.0,1971
Nova Scotia,Non-family households3,34195.0,20555.0,13640.0,1971
Nova Scotia,One-person households,23555.0,13950.0,9605.0,1971
Nova Scotia,Two-or-more-person non-family households,10640.0,6605.0,4035.0,1971
New Brunswick ,Total - Household type,157240.0,109075.0,48170.0,1971
New Brunswick ,Family households2,134185.0,95790.0,38395.0,1971
New Brunswick ,One-family households,129230.0,91480.0,37755.0,1971
New Brunswick ,Couple family households with children,86995.0,63120.0,23880.0,1971
New Brunswick ,Couple family households without children,30775.0,21300.0,9475.0,1971
New Brunswick ,One-parent family households,11465.0,7065.0,4395.0,1971
New Brunswick ,Multiple-family households,4950.0,4310.0,640.0,1971
New Brunswick ,Non-family households3,23055.0,13285.0,9770.0,1971
New Brunswick ,One-person households,16125.0,9315.0,6810.0,1971
New Brunswick ,Two-or-more-person non-family households,6925.0,3970.0,2960.0,1971
Quebec  ,Total - Household type,1603685.0,760625.0,843060.0,1971
Quebec  ,Family households2,1325050.0,699375.0,625685.0,1971
Quebec  ,One-family households,1298115.0,680790.0,617330.0,1971
Quebec  ,Couple family households with children,878615.0,511110.0,367505.0,1971
Quebec  ,Couple family households without children,293510.0,122845.0,170665.0,1971
Quebec  ,One-parent family households,125990.0,46835.0,79160.0,1971
Quebec  ,Multiple-family households,26935.0,18585.0,8355.0,1971
Quebec  ,Non-family households3,278630.0,61250.0,217375.0,1971
Quebec  ,One-person households,192675.0,38840.0,153840.0,1971
Quebec  ,Two-or-more-person non-family households,85955.0,22415.0,63540.0,1971
Ontario,Total - Household type,2225205.0,1400850.0,824360.0,1971
Ontario,Family households2,1822805.0,1240205.0,582595.0,1971
Ontario,One-family households,1771600.0,1197625.0,573980.0,1971
Ontario,Couple family households with children,1128770.0,818400.0,310370.0,1971
Ontario,Couple family households without children,495410.0,304410.0,191010.0,1971
Ontario,One-parent family households,147425.0,74820.0,72605.0,1971
Ontario,Multiple-family households,51200.0,42580.0,8620.0,1971
Ontario,Non-family households3,402405.0,160645.0,241765.0,1971
Ontario,One-person households,293780.0,114040.0,179735.0,1971
Ontario,Two-or-more-person non-family households,108630.0,46605.0,62025.0,1971
Manitoba,Total - Household type,287915.0,190070.0,97845.0,1971
Manitoba,Family households2,230050.0,165055.0,64995.0,1971
Manitoba,One-family households,226110.0,161840.0,64270.0,1971
Manitoba,Couple family households with children,139875.0,106805.0,33075.0,1971
Manitoba,Couple family households without children,65735.0,43795.0,21940.0,1971
Manitoba,One-parent family households,20495.0,11235.0,9260.0,1971
Manitoba,Multiple-family households,3940.0,3215.0,725.0,1971
Manitoba,Non-family households3,57865.0,25010.0,32850.0,1971
Manitoba,One-person households,44090.0,18680.0,25410.0,1971
Manitoba,Two-or-more-person non-family households,13770.0,6330.0,7445.0,1971
Saskatchewan,Total - Household type,267610.0,194560.0,73055.0,1971
Saskatchewan,Family households2,212105.0,162695.0,49410.0,1971
Saskatchewan,One-family households,209620.0,160590.0,49035.0,1971
Saskatchewan,Couple family households with children,131930.0,103670.0,28260.0,1971
Saskatchewan,Couple family households without children,60510.0,46190.0,14325.0,1971
Saskatchewan,One-parent family households,17180.0,10725.0,6450.0,1971
Saskatchewan,Multiple-family households,2490.0,2110.0,380.0,1971
Saskatchewan,Non-family households3,55505.0,31860.0,23645.0,1971
Saskatchewan,One-person households,44515.0,25465.0,19050.0,1971
Saskatchewan,Two-or-more-person non-family households,10990.0,6395.0,4595.0,1971
Alberta,Total - Household type,464240.0,296590.0,167650.0,1971
Alberta,Family households2,374330.0,259005.0,115325.0,1971
Alberta,One-family households,369275.0,255050.0,114225.0,1971
Alberta,Couple family households with children,240525.0,175695.0,64830.0,1971
Alberta,Couple family households without children,97515.0,63200.0,34315.0,1971
Alberta,One-parent family households,31235.0,16155.0,15075.0,1971
Alberta,Multiple-family households,5055.0,3955.0,1100.0,1971
Alberta,Non-family households3,89910.0,37585.0,52320.0,1971
Alberta,One-person households,68970.0,29640.0,39330.0,1971
